gene_id,gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,passes,direction
ENSG00000100647,SUSD6,404.8984503650552,0.8322642577851022,0.12965646925860747,6.418995230581993,1.371767062168992e-10,4.301606294485276e-08,True,up
ENSG00000055163,CYFIP2,2345.209139500103,0.7266231477103431,0.11393054300910424,6.377773058206861,1.7968150178360414e-10,5.50642129556845e-08,True,up
ENSG00000115129,TP53I3,388.6506491672141,1.3144324588614942,0.20622005169655985,6.373931380812573,1.842430505037059e-10,5.520740651093267e-08,True,up
ENSG00000071575,TRIB2,538.2062087174288,-0.8149586475638666,0.12916215245431772,-6.309577783260482,2.7979771887979224e-10,8.201722698641562e-08,True,down
ENSG00000181722,ZBTB20,673.6977028155578,-0.6806266075056677,0.10902618454091013,-6.242781129796161,4.2985821249920487e-10,1.2332357739019743e-07,True,down
ENSG00000169403,PTAFR,170.27108897954068,1.0961506030184793,0.17678442081336548,6.200493222056628,5.628648426434483e-10,1.5535018202816575e-07,True,up
ENSG00000188153,COL4A5,1403.530512842083,0.5958465980032779,0.09610386261738005,6.2000275719981435,5.645326994497271e-10,1.5535018202816575e-07,True,up
ENSG00000167196,FBXO22,841.0221288258281,0.6144626665340515,0.09925003111261953,6.19105767167788,5.976183670490889e-10,1.611657212257983e-07,True,up
ENSG00000099194,SCD,24227.883031151036,-0.5151814806841076,0.08349887564644419,-6.1699211719391185,6.832404693127453e-10,1.7726019587176195e-07,True,down
ENSG00000174307,PHLDA3,800.352496400123,0.6957966668857547,0.11277385439576604,6.169840257866344,6.835901946997642e-10,1.7726019587176195e-07,True,up
ENSG00000169126,ODAD2,333.1144356514872,-0.8525782589173804,0.1388760134794961,-6.139132579891174,8.297329767208618e-10,2.1109659354913398e-07,True,down
ENSG00000107957,SH3PXD2A,772.4197418320009,-0.7097363812540943,0.1160243510595337,-6.117132953322176,9.527387610844394e-10,2.379023973048626e-07,True,down
ENSG00000186480,INSIG1,1639.0029058832617,-0.6895731232433138,0.11295669495021797,-6.1047565489342706,1.0295749193655409e-09,2.524143311404537e-07,True,down
ENSG00000138764,CCNG2,1170.1494506044457,-0.7193196458377945,0.11905278989426583,-6.042022589110618,1.521941509587399e-09,3.664617734870801e-07,True,down
ENSG00000132646,PCNA,2720.5166467654285,0.5065180710644456,0.08394732017443979,6.033761054098184,1.6018687636771543e-09,3.789403229723289e-07,True,up
ENSG00000165288,BRWD3,1512.0721101223116,-0.5948048273994367,0.09937990260385214,-5.985162108383683,2.16174448528291e-09,4.940502142297417e-07,True,down
ENSG00000235750,KIAA0040,2388.7976739600053,-0.6289474752532378,0.1050577153918205,-5.986685251126314,2.141606406381762e-09,4.940502142297417e-07,True,down
ENSG00000110400,NECTIN1,1133.5211981300426,0.61397715985671,0.10337225284673968,5.939477402770706,2.8593208428401383e-09,6.425847040809403e-07,True,up
ENSG00000160818,GPATCH4,525.8045295125398,0.7155802697468847,0.12054656150857625,5.9361317385728585,2.9182534264714073e-09,6.450775279104992e-07,True,up
ENSG00000167772,ANGPTL4,1205.7760132946498,-0.9008924197584495,0.15192214953208566,-5.929960986815702,3.0300666516506904e-09,6.589906246912565e-07,True,down
ENSG00000167114,SLC27A4,785.2896077064406,0.7182383517572161,0.12233455843027667,5.871099393116857,4.329146143672615e-09,9.265747079568498e-07,True,up
ENSG00000134574,DDB2,1784.5273122227816,0.5836456447524137,0.10037252037927956,5.814795150574886,6.070818248993789e-09,1.2593678964528037e-06,True,up
ENSG00000185920,PTCH1,315.0857310328819,-0.9225392270701388,0.158646528411334,-5.81506091755255,6.0611809085571076e-09,1.2593678964528037e-06,True,down
ENSG00000152229,PSTPIP2,866.9026183241617,0.5804753268597823,0.10053423873742758,5.773906821693364,7.745427968022195e-09,1.5587962794150937e-06,True,up
ENSG00000173535,TNFRSF10C,261.4384003932283,0.924042306697141,0.1599834628260777,5.775861394509833,7.656038035515087e-09,1.5587962794150937e-06,True,up
ENSG00000187994,RINL,988.4382999775997,0.7301104062901637,0.1272000330977932,5.739860191143537,9.47547442037856e-09,1.8789308394762427e-06,True,up
ENSG00000172831,CES2,895.083537965766,0.680831026279324,0.11869042646050987,5.736191591710616,9.682912272081036e-09,1.8922375228513145e-06,True,up
ENSG00000081019,RSBN1,628.701943701285,-0.6747495466120392,0.11774179645876748,-5.730756340619729,9.998380374307113e-09,1.9259737281022448e-06,True,down
ENSG00000143816,WNT9A,542.8691712094889,0.9216413343212277,0.1611815901877003,5.718031031012608,1.0776546617536067e-08,2.0466331632514974e-06,True,up
ENSG00000172197,MBOAT1,526.4731124395552,-0.8355559512785132,0.146797578013803,-5.691891941159602,1.2563936193468422e-08,2.352946050454558e-06,True,down
ENSG00000065618,COL17A1,368.81669223893124,1.260482276441945,0.22184890213384528,5.681715186859361,1.3335059630456232e-08,2.463149918590025e-06,True,up
ENSG00000138061,CYP1B1,194.52777155128737,1.1221477478419295,0.19806907665784082,5.665436355723567,1.4665085117452252e-08,2.6722163205908943e-06,True,up
ENSG00000244509,APOBEC3C,1804.6574102074458,0.5479448183418467,0.09694378279659407,5.652191430280124,1.584150179636665e-08,2.8480908029627717e-06,True,up
ENSG00000115548,KDM3A,2926.07844123889,-0.8377518570317132,0.14875147053766247,-5.631889580678816,1.7824579643705524e-08,3.1624556831016487e-06,True,down
ENSG00000170425,ADORA2B,1286.9268575177837,0.8263056173562893,0.147365362161805,5.607190219157592,2.0563761840562795e-08,3.6010618786772563e-06,True,up
ENSG00000072952,IRAG1,266.61840388876396,0.9062758940169068,0.16179655699845405,5.601329909792619,2.1271344853952088e-08,3.6772155642396144e-06,True,up
ENSG00000196968,FUT11,1102.3172444431325,-0.9578029156216659,0.171936388392127,-5.570681835175293,2.537443343076794e-08,4.33099823266424e-06,True,down
ENSG00000163235,TGFA,2633.8965899072896,0.5691425216139604,0.1024660928125641,5.554447388318624,2.784913743426841e-08,4.69397211454594e-06,True,up
ENSG00000136378,ADAMTS7,604.6939015427366,0.6982608870243284,0.12584971592793284,5.548370783960956,2.8834387010260748e-08,4.800035486992048e-06,True,up
ENSG00000117000,RLF,1544.8387530003158,-0.5596186140713706,0.10094033563637025,-5.544053430606307,2.9554858463002433e-08,4.859972091647864e-06,True,down
ENSG00000196072,BLOC1S2,834.2413110743855,0.6110420840727767,0.11033824875662443,5.537899060012871,3.061215974362025e-08,4.930547999408571e-06,True,up
ENSG00000160613,PCSK7,687.4338906228327,0.7129555878689352,0.12964492840062408,5.499294084731071,3.813147123374337e-08,6.048997154303477e-06,True,up
ENSG00000253368,TRNP1,2019.8534324609054,0.6035584281136833,0.11063654111588574,5.4553262604394765,4.8883007043554647e-08,7.664400778782452e-06,True,up
ENSG00000152022,,619.319870852749,-0.5947023518832513,0.1096719730398526,-5.422555420491507,5.8752990049176675e-08,9.106038135897681e-06,True,down
ENSG00000053747,LAMA3,502.91490809389387,1.0143190179599952,0.18742194762860606,5.411954313749648,6.234059629398495e-08,9.552279550319238e-06,True,up
ENSG00000238227,TMEM250,772.3594109658949,0.6004076222034209,0.11134967214956878,5.392091513273002,6.964228250316524e-08,1.0551197048007642e-05,True,up
ENSG00000183087,GAS6,1953.4216073773975,0.6617524633058203,0.12314020438251147,5.373975677758443,7.701925141324455e-08,1.1539195400624328e-05,True,up
ENSG00000123384,LRP1,1452.7276415216202,-0.8034386354437943,0.14980833235940405,-5.363110467822782,8.180094419997025e-08,1.2120922325191196e-05,True,down
ENSG00000162643,DNAI3,57.07750713305912,1.7053364225861856,0.3182486351058909,5.358503492147794,8.391411507305643e-08,1.2298890517881444e-05,True,up
ENSG00000130518,IQCN,463.5364442827649,0.6738569440276108,0.12623579939589452,5.338081172317004,9.393540508482336e-08,1.3619623679180196e-05,True,up
ENSG00000124541,RRP36,586.8600883519778,0.6649409466657413,0.12573111153944558,5.288595149794166,1.2325936624781792e-07,1.7495045205111336e-05,True,up
ENSG00000129757,CDKN1C,426.3245721381043,-0.9610300586570432,0.18195284799005,-5.2817533183629894,1.2795340729825e-07,1.7618565254275573e-05,True,down
ENSG00000170855,TRIAP1,698.66788185039,0.6010807311261399,0.11384291675692985,5.279913307294552,1.2924502355502948e-07,1.7618565254275573e-05,True,up
ENSG00000272482,,94.38930612685401,1.358634560088646,0.25732904962179776,5.279755869325525,1.293561228250728e-07,1.7618565254275573e-05,True,up
ENSG00000146278,PNRC1,902.6468188535297,-0.6716039693859549,0.1274062024682612,-5.271360078040639,1.354165033156856e-07,1.7753447227848048e-05,True,down
ENSG00000151689,INPP1,610.5342374606298,0.6566981018085046,0.12457263421675656,5.271608053706635,1.3523363290458338e-07,1.7753447227848048e-05,True,up
ENSG00000198265,HELZ,3824.933531302316,-0.7086926632002148,0.13442454195896408,-5.272048190549596,1.3490964077235958e-07,1.7753447227848048e-05,True,down
ENSG00000155066,PROM2,701.4931306315584,0.7231536236396704,0.13733971643412102,5.265436993868791,1.398562798185219e-07,1.81329045872399e-05,True,up
ENSG00000147036,LANCL3,100.59109778868014,-1.2301691445166199,0.2339597014104303,-5.258038615627063,1.4559995064496226e-07,1.859012771019898e-05,True,down
ENSG00000164920,OSR2,201.7982718850301,-1.2252101946745513,0.2330467764460928,-5.257357399912204,1.4614013180666657e-07,1.859012771019898e-05,True,down
ENSG00000177076,ACER2,177.46906548546625,1.0066696436862312,0.1916524041073839,5.252580307430887,1.499830336876668e-07,1.8900665665836443e-05,True,up
ENSG00000154237,LRRK1,837.7368377549307,0.5665768845331158,0.10803442779391932,5.2444104726864245,1.5678281046386026e-07,1.957462422495085e-05,True,up
ENSG00000119950,MXI1,2323.6290642605823,-0.6415263125356709,0.1226712377861868,-5.229639189374096,1.6984118794053488e-07,2.101044567146947e-05,True,down
ENSG00000117525,F3,1688.4357693219424,0.5690027310565733,0.10886124206134364,5.226862382627773,1.7241072600281446e-07,2.1134420267472273e-05,True,up
ENSG00000043355,ZIC2,480.14568814267614,-0.6319406245577098,0.12095268698158565,-5.224692731744927,1.7444454457900968e-07,2.1191083235165465e-05,True,down
ENSG00000178814,OPLAH,1016.2099745144548,0.5570979413443351,0.10697365176792452,5.207805213127987,1.9108736231863544e-07,2.300555351343286e-05,True,up
ENSG00000104228,TRIM35,590.1904908450693,0.6596130976292888,0.1267740528876961,5.203060741566831,1.9603276057530787e-07,2.3392086226526118e-05,True,up
ENSG00000100867,DHRS2,155.03588079237258,-1.009969665711666,0.19443107350501804,-5.194486907390345,2.052852191901303e-07,2.407013822225841e-05,True,down
ENSG00000269968,ENSG00000269968,215.57175880216707,-1.3019432215589692,0.2505636201559609,-5.196058473087941,2.0355825493879864e-07,2.407013822225841e-05,True,down
ENSG00000167755,KLK6,1044.0161586775478,0.7401713117036322,0.14317592268190452,5.169663291418618,2.3451614340106308e-07,2.7260479979482195e-05,True,up
ENSG00000050405,LIMA1,3113.7203470029744,0.7480373652300483,0.14475167362201855,5.167728610747216,2.369560422513155e-07,2.7308677553134516e-05,True,up
ENSG00000020256,ZFP64,453.12382472258486,-0.60926908882647,0.1185201602245754,-5.140636729413878,2.7380898622200656e-07,3.1288477713707936e-05,True,down
ENSG00000247626,MARS2,361.99007055428564,0.732606856410568,0.14280074949852928,5.1302731882238,2.893219791174077e-07,3.278334089427836e-05,True,up
ENSG00000157514,TSC22D3,233.43788861289352,-0.9331301901794948,0.18209686706478923,-5.124361584142419,2.9854757196316933e-07,3.3269549259102274e-05,True,down
ENSG00000138131,LOXL4,86.78857452059965,1.1876029355448463,0.23216494704923404,5.1153412719664235,3.131742087164658e-07,3.425702225864894e-05,True,up
ENSG00000140950,MEAK7,1568.3298191141655,0.5049944491999857,0.09870819883176249,5.116033472160651,3.120277119576437e-07,3.425702225864894e-05,True,up
ENSG00000114019,AMOTL2,3181.925582008087,0.7457282101859481,0.14630762410196022,5.0969880398458125,3.4510012248406875e-07,3.693119088551732e-05,True,up
ENSG00000180155,LYNX1,122.69294192724969,1.731902682731576,0.3401164435853501,5.09208747590872,3.5414263419644467e-07,3.730671312113172e-05,True,up
ENSG00000186166,CENATAC,594.1454989755797,0.6726289332471297,0.13207869302501507,5.092637713485983,3.531160510167405e-07,3.730671312113172e-05,True,up
ENSG00000033100,CHPF2,554.8955225991627,0.7494097398168865,0.14745786450899478,5.082195800897233,3.730965225847596e-07,3.8998709383975954e-05,True,up
ENSG00000134954,ETS1,666.6496967342163,0.5739651602662705,0.11308878071304844,5.07535015098138,3.867830719050338e-07,3.981208352341585e-05,True,up
ENSG00000181027,FKRP,405.07882356238224,0.64451044888797,0.1269833801387482,5.075549636367741,3.8637747313610034e-07,3.981208352341585e-05,True,up
ENSG00000174840,PDE12,987.3546226569215,0.5105849120356839,0.10082121993787568,5.0642604042115105,4.099889120276628e-07,4.156609390812786e-05,True,up
ENSG00000146373,RNF217,1350.539660448843,-0.6015366801348969,0.11882092660152553,-5.062548301379547,4.1368920772962293e-07,4.162824833601668e-05,True,down
ENSG00000006327,TNFRSF12A,2808.764309207618,0.5934374132085701,0.11731162846703001,5.058640997174065,4.2225497262558804e-07,4.217545222876614e-05,True,up
ENSG00000138678,GPAT3,950.4269142377997,0.582477695523698,0.11557218346918151,5.039947139867108,4.656604454576415e-07,4.5831864573363784e-05,True,up
ENSG00000180008,SOCS4,1151.3440164460671,0.5422139516609293,0.10778057992177299,5.030720302808424,4.886405555320586e-07,4.774513949850926e-05,True,up
ENSG00000125629,INSIG2,1083.5216046185708,-0.7436423185561284,0.1479818434225087,-5.02522675321003,5.028380491238972e-07,4.877890830493979e-05,True,down
ENSG00000169991,IFFO2,1225.7820382760576,0.8680249771645645,0.1728508827804268,5.021813965898111,5.118574861333492e-07,4.9299188164443435e-05,True,up
ENSG00000138347,MYPN,42.950796435996985,1.7315527068910594,0.34671141207677575,4.994218957256661,5.907434693298004e-07,5.6493510215908005e-05,True,up
ENSG00000126870,DYNC2I1,797.3612170333786,-0.6947964270402109,0.13968365532899796,-4.974071056515179,6.556125958105085e-07,6.182014155181048e-05,True,down
ENSG00000171793,CTPS1,984.6164973956937,0.5890030401577836,0.11860065269377812,4.9662714899096265,6.825238941234088e-07,6.391077908583364e-05,True,up
ENSG00000078114,NEBL,957.9879550294546,-0.6939239141844619,0.13997011482667632,-4.957657676024209,7.134813276660773e-07,6.634884291206474e-05,True,down
ENSG00000164124,TMEM144,508.80008394789525,-0.6779304491508724,0.13689803804113737,-4.952083016318734,7.342326693199758e-07,6.781091310349695e-05,True,down
ENSG00000136279,DBNL,787.4222465372051,0.515109116873202,0.10431681093260256,4.937930063889758,7.895614572720084e-07,7.193545060713352e-05,True,up
ENSG00000225614,ZNF469,584.1361598794847,0.8468797978510839,0.1719950934955056,4.923860213914844,8.485346080582764e-07,7.678953459770334e-05,True,up
ENSG00000159792,PSKH1,403.8671429364006,0.7150483143431823,0.1460459791415959,4.8960493027330925,9.77825432783968e-07,8.789998757106017e-05,True,up
ENSG00000012124,CD22,202.9677567497648,1.107079490974433,0.22656114344879041,4.886449080023584,1.0267086537395364e-06,9.100424401695169e-05,True,up
ENSG00000145632,PLK2,3049.410992146844,0.5089337314656273,0.10414017079263867,4.887006883049995,1.02380515944443e-06,9.100424401695169e-05,True,up
ENSG00000188994,ZNF292,2899.2499028279326,-0.7712656237197679,0.1578740961337014,-4.8853209146267655,1.0326052606491848e-06,9.100424401695169e-05,True,down
ENSG00000114648,KLHL18,541.7009960892333,0.5646811103502375,0.11562142231898692,4.883879639469784,1.0401858390128328e-06,9.107705099512362e-05,True,up
ENSG00000048392,RRM2B,2400.7838996559153,0.7090566433553374,0.1453677481108053,4.877675086600814,1.0734355253771943e-06,9.33819653173296e-05,True,up
ENSG00000240891,PLCXD2,356.7912205075406,0.7092123854884963,0.14594145912589332,4.859567594679927,1.1764241190455969e-06,0.00010103759758733011,True,up
ENSG00000167754,KLK5,67.37379423229923,1.2321772418605097,0.25493266781772195,4.833343848821769,1.3425859607601695e-06,0.00011244365897447283,True,up
ENSG00000176697,BDNF,422.33616961604474,0.8158541145886686,0.16948510755026125,4.813721549822453,1.4814519232158031e-06,0.0001218042544673286,True,up
ENSG00000197774,EME2,1003.4429985156471,0.549058659634795,0.11422038011202387,4.807011315286248,1.532033228017296e-06,0.00012519961240354678,True,up
ENSG00000164171,ITGA2,3398.9799127367173,0.65480880028218,0.13666855833923996,4.791217586833743,1.6577223214265018e-06,0.0001332015207105729,True,up
ENSG00000167601,AXL,2341.243532945599,0.5994185826500353,0.12511366297648116,4.7909921937359785,1.6595858409504782e-06,0.0001332015207105729,True,up
ENSG00000151092,NGLY1,914.96044820797,-0.7011952998302738,0.14686597279727948,-4.774389100994418,1.8025357821966481e-06,0.00014381889045644736,True,down
ENSG00000081692,JMJD4,195.49344992277824,0.9026524470991568,0.18958158974104283,4.761287466426072,1.9236181066460104e-06,0.00015080271250008607,True,up
ENSG00000105784,RUNDC3B,146.78946622550563,-0.9853354842738734,0.20691078794764844,-4.762127166241222,1.9156289856162808e-06,0.00015080271250008607,True,down
ENSG00000170949,ZNF160,1037.407925148111,-0.6284607821913629,0.13247586842179293,-4.7439642380028975,2.0957586323747564e-06,0.00016240924941920238,True,down
ENSG00000165271,NOL6,836.3109875596083,0.5820235682463377,0.12283418712238128,4.738286480997836,2.1553296681396562e-06,0.00016419471889940747,True,up
ENSG00000188177,ZC3H6,509.4274383649713,-0.5828069859914102,0.12299708700653687,-4.738380397256368,2.1543312014004326e-06,0.00016419471889940747,True,down
ENSG00000205189,ZBTB10,1033.8578751027455,-0.7350749989421221,0.15508565627544169,-4.739800034353813,2.139292390629549e-06,0.00016419471889940747,True,down
ENSG00000163032,VSNL1,330.0780034335909,-0.7895036745076518,0.1674670982974587,-4.714380809926725,2.4244686987838447e-06,0.00018263427896313608,True,down
ENSG00000049283,EPN3,445.63323987332336,0.6233091473454124,0.13278244761461352,4.694213418587514,2.676345127697337e-06,0.00020048798723261606,True,up
ENSG00000142089,IFITM3,4569.612462602731,-0.5287148992033643,0.11271477576332567,-4.69073283092485,2.7222824978355384e-06,0.00020280252597135027,True,down
ENSG00000198753,PLXNB3,206.88729207998082,0.8564460209954056,0.1827184531333926,4.687244261914596,2.769083970964352e-06,0.00020515564980485342,True,up
ENSG00000224877,NDUFAF8,604.7063525972626,0.5816693326782086,0.12435603885563754,4.677451437267611,2.9046233285024295e-06,0.00021402153530888937,True,up
ENSG00000242265,PEG10,247.41385071962998,-0.7262021763545677,0.15572895506545104,-4.663244391830366,3.112627348272517e-06,0.00022810145197884032,True,down
ENSG00000172086,KRCC1,105.24647569479457,1.1724357935189371,0.2516221841543085,4.659508848392856,3.169647717951619e-06,0.00023017525948667496,True,up
ENSG00000243477,NAA80,327.4637506634045,-0.6943115925119608,0.14902085551747163,-4.659157203875788,3.1750666170662666e-06,0.00023017525948667496,True,down
ENSG00000094841,UPRT,230.5245853594444,-0.7592417633797061,0.16348674818671405,-4.644056914708434,3.4163338197103983e-06,0.00024572336328201026,True,down
ENSG00000115884,SDC1,577.4473557206019,0.5539022765372612,0.11931432508729783,4.64237865932688,3.444209111561847e-06,0.00024572336328201026,True,up
ENSG00000134955,SLC37A2,131.86901877441645,0.9961550492091236,0.21575550876168084,4.6170549939907035,3.892241505770979e-06,0.00027622623402008355,True,up
ENSG00000180035,ZNF48,403.45190215091435,0.5902072870709972,0.12794802383362636,4.612867548766965,3.971513989837681e-06,0.00028037641172236273,True,up
ENSG00000099625,CBARP,498.63563228074287,0.636550800880951,0.13802844808146777,4.611736274142872,3.993194220330959e-06,0.000280438702431993,True,up
ENSG00000167771,RCOR2,362.10174995992185,-0.7881726216886101,0.17100502638022266,-4.6090611391512,4.0449138281614764e-06,0.0002825990573001521,True,down
ENSG00000164023,SGMS2,1255.784080381137,0.5480726050548261,0.1191671462444537,4.599192162666517,4.241324201232233e-06,0.0002947938944815228,True,up
ENSG00000110925,CSRNP2,727.1728163741215,0.5257892976627526,0.114652949556196,4.585920377085826,4.519908445439864e-06,0.0003109512524403629,True,up
ENSG00000076864,RAP1GAP,747.9637783651384,-0.5675605246634897,0.12412621471835732,-4.572446891668178,4.820614304838091e-06,0.00032663901148963226,True,down
ENSG00000104267,CA2,417.6158702725183,0.6018088656719097,0.13180049887090825,4.566059087995944,4.9697873568006364e-06,0.00032849319960343026,True,up
ENSG00000234420,ZNF37BP,331.9973743944377,0.752449616493691,0.16489186188509677,4.5632914074196576,5.035784081185733e-06,0.0003312317685400411,True,up
ENSG00000006756,ARSD,420.3983056214465,0.6399252870272972,0.1403840488675834,4.558390302810712,5.154717636793212e-06,0.00033740879909961003,True,up
ENSG00000115641,FHL2,2207.498741406793,0.8053669228864224,0.17673010274172996,4.557044387980527,5.187846369069951e-06,0.0003379368137224117,True,up
ENSG00000165507,DEPP1,345.41700080562777,-0.8076830116320152,0.1777247115163786,-4.544573485255491,5.504660126035514e-06,0.00035685017855510996,True,down
ENSG00000135763,URB2,566.8460445444606,0.6206650634817903,0.13674772590036255,4.538759671469935,5.6586082925901765e-06,0.00036333654389183784,True,up
ENSG00000128510,CPA4,1921.9438491105639,0.7955994993128643,0.1755291095705456,4.532578677459255,5.826796230645616e-06,0.00037236265580106867,True,up
ENSG00000120451,SNX19,887.1506880149545,0.6780169431614778,0.14965033407938869,4.53067443739747,5.8795684835933895e-06,0.00037396274260742107,True,up
