cell_id,n_timepoints,mean_distance_nm,contact_fraction,transcription_fraction
103,250,506.586960,0.080000,0.168000
104,250,519.974863,0.040000,0.180000
105,250,510.663703,0.080000,0.160000
106,250,524.019488,0.080000,0.152000
107,250,529.965277,0.044000,0.160000
108,250,542.561507,0.036000,0.128000
109,250,513.378926,0.080000,0.112000
110,250,512.267151,0.044000,0.168000
111,250,529.285966,0.044000,0.152000
112,250,536.407454,0.040000,0.152000
113,250,532.726524,0.052000,0.140000
114,250,527.541761,0.032000,0.148000
115,250,546.809443,0.024000,0.132000
116,250,526.498603,0.040000,0.196000
117,250,534.051341,0.072000,0.128000
118,250,540.878066,0.032000,0.180000
119,250,527.665555,0.036000,0.168000
120,250,521.077121,0.096000,0.188000
121,250,526.084260,0.060000,0.132000
122,250,538.691158,0.040000,0.172000
123,250,511.319150,0.064000,0.140000
124,250,521.631589,0.044000,0.172000
125,250,537.106132,0.036000,0.120000
126,250,520.744947,0.076000,0.124000
127,250,529.427274,0.044000,0.136000
128,250,515.538289,0.084000,0.136000
129,250,516.647002,0.064000,0.168000
130,250,522.629281,0.060000,0.132000
131,250,532.019165,0.056000,0.184000
132,250,512.989248,0.064000,0.148000
133,250,533.433641,0.040000,0.124000
134,250,514.031982,0.064000,0.188000
135,250,505.661757,0.072000,0.176000
136,250,525.843347,0.064000,0.184000
137,250,533.128379,0.052000,0.136000
138,250,538.448385,0.044000,0.140000
139,250,529.819625,0.036000,0.132000
140,250,519.865728,0.060000,0.148000
141,250,525.999461,0.060000,0.120000
142,250,544.157018,0.024000,0.136000
143,250,520.077547,0.056000,0.152000
144,250,504.813860,0.068000,0.112000
145,250,540.490941,0.048000,0.164000
146,250,510.471003,0.076000,0.160000
147,250,542.078145,0.044000,0.196000
148,250,530.277683,0.044000,0.224000
149,250,525.674353,0.056000,0.184000
150,250,521.453677,0.056000,0.164000
151,250,541.343638,0.028000,0.164000
152,250,522.278706,0.080000,0.168000
153,250,516.948088,0.052000,0.148000
154,250,523.296112,0.068000,0.152000
155,250,529.640820,0.032000,0.164000
156,250,526.040978,0.040000,0.144000
157,250,518.955078,0.056000,0.172000
158,250,529.295278,0.032000,0.176000
159,250,536.630010,0.040000,0.196000
160,250,522.488475,0.036000,0.176000
161,250,536.921058,0.056000,0.208000
162,250,523.148017,0.040000,0.164000
163,250,537.552755,0.024000,0.164000
164,250,527.792049,0.036000,0.168000
165,250,547.288621,0.020000,0.152000
166,250,529.264288,0.048000,0.148000
167,250,560.245580,0.036000,0.144000
168,250,534.380089,0.040000,0.140000
169,250,522.834038,0.052000,0.132000
170,250,525.822824,0.060000,0.152000
171,250,519.366869,0.064000,0.164000
172,250,515.397457,0.060000,0.136000
173,250,526.247918,0.040000,0.148000
174,250,522.158050,0.060000,0.160000
175,250,524.702445,0.048000,0.168000
176,250,527.800507,0.044000,0.128000
177,250,537.857080,0.040000,0.148000
178,250,529.156180,0.064000,0.204000
179,250,513.764929,0.052000,0.168000
180,250,521.840008,0.052000,0.156000
181,250,512.719795,0.056000,0.132000
182,250,526.981545,0.036000,0.156000
183,250,531.182019,0.064000,0.124000
184,250,540.622400,0.028000,0.160000
185,250,515.499700,0.064000,0.152000
186,250,540.068317,0.020000,0.128000
187,250,525.441876,0.048000,0.144000
188,250,524.721596,0.028000,0.180000
189,250,532.332449,0.024000,0.136000
190,250,534.574948,0.060000,0.120000
191,250,526.525105,0.056000,0.152000
192,250,527.474243,0.060000,0.152000
193,250,524.379418,0.032000,0.164000
194,250,530.141542,0.040000,0.152000
195,250,519.920638,0.088000,0.176000
196,250,520.239503,0.044000,0.140000
197,250,519.727842,0.064000,0.100000
198,250,532.699251,0.048000,0.188000
199,250,532.123277,0.044000,0.168000
200,250,529.129459,0.048000,0.192000
201,250,536.464741,0.056000,0.172000
202,250,522.231788,0.084000,0.160000
203,250,527.577239,0.040000,0.136000
204,250,525.091282,0.056000,0.140000
205,250,534.708521,0.028000,0.196000
206,250,516.937259,0.056000,0.156000
207,250,528.163047,0.060000,0.160000
208,250,521.626415,0.056000,0.116000
209,250,537.287087,0.052000,0.224000
210,250,521.691182,0.060000,0.108000
211,250,523.378603,0.044000,0.188000
212,250,517.476698,0.060000,0.156000
213,250,524.620221,0.044000,0.156000
214,250,512.605215,0.064000,0.108000
215,250,516.700154,0.036000,0.124000
216,250,514.273052,0.056000,0.192000
217,250,527.920205,0.052000,0.136000
218,250,534.394936,0.064000,0.124000
219,250,526.921050,0.048000,0.116000
220,250,512.702685,0.036000,0.152000
221,250,535.002560,0.040000,0.196000
222,250,525.956750,0.072000,0.132000
223,250,532.314899,0.064000,0.184000
224,250,535.261816,0.048000,0.184000
225,250,538.174508,0.040000,0.144000
226,250,521.556395,0.048000,0.172000
227,250,524.124698,0.052000,0.168000
228,250,525.330943,0.032000,0.124000
229,250,523.506190,0.076000,0.144000
230,250,531.326860,0.052000,0.132000
231,250,539.617775,0.044000,0.124000
232,250,528.234774,0.048000,0.156000
233,250,527.141995,0.056000,0.156000
234,250,524.682516,0.060000,0.132000
235,250,525.705154,0.060000,0.164000
236,250,526.445848,0.052000,0.156000
237,250,536.230010,0.032000,0.184000
238,250,530.353338,0.044000,0.184000
239,250,524.896563,0.060000,0.192000
240,250,529.977811,0.076000,0.108000
241,250,524.462287,0.068000,0.136000
242,250,506.152430,0.056000,0.160000
243,250,542.851214,0.040000,0.172000
244,250,535.911799,0.024000,0.152000
245,250,512.187246,0.032000,0.160000
246,250,536.334709,0.060000,0.172000
247,250,522.962884,0.056000,0.148000
248,250,507.527198,0.092000,0.172000
249,250,536.747098,0.032000,0.148000
250,250,524.891189,0.048000,0.156000
251,250,518.326040,0.064000,0.192000
252,250,520.067964,0.048000,0.132000
253,250,528.716781,0.028000,0.136000
254,250,528.662422,0.052000,0.180000
255,250,533.543374,0.040000,0.180000
256,250,526.109045,0.036000,0.160000
257,250,526.979852,0.060000,0.136000
258,250,523.583104,0.056000,0.156000
259,250,519.283699,0.056000,0.148000
260,250,516.382371,0.056000,0.168000
261,250,511.004313,0.056000,0.156000
262,250,530.273424,0.048000,0.184000
263,250,520.960752,0.052000,0.136000
264,250,530.328491,0.068000,0.128000
265,250,530.777596,0.032000,0.168000
266,250,531.844814,0.056000,0.148000
267,250,527.983774,0.060000,0.112000
268,250,519.747449,0.056000,0.120000
269,250,525.311837,0.032000,0.172000
270,250,539.626804,0.052000,0.160000
271,250,531.447626,0.052000,0.140000
272,250,528.806344,0.052000,0.192000
273,250,534.673156,0.032000,0.140000
274,250,519.994600,0.044000,0.172000
275,250,540.230615,0.036000,0.148000
276,250,526.644375,0.052000,0.172000
277,250,520.854858,0.060000,0.116000
278,250,541.772340,0.052000,0.136000
279,250,529.961678,0.032000,0.120000
280,250,534.537883,0.068000,0.136000
281,250,538.312989,0.040000,0.136000
282,250,516.104076,0.044000,0.112000
283,250,528.113423,0.044000,0.196000
284,250,513.252735,0.088000,0.172000
285,250,536.893618,0.060000,0.156000
286,250,532.662909,0.032000,0.144000
287,250,548.376854,0.040000,0.168000
288,250,539.785796,0.032000,0.140000
289,250,530.527589,0.068000,0.128000
290,250,531.802154,0.052000,0.112000
291,250,525.906569,0.060000,0.148000
292,250,534.859287,0.028000,0.128000
293,250,520.509125,0.052000,0.156000
294,250,530.711568,0.052000,0.144000
295,250,533.107393,0.044000,0.172000
296,250,511.178082,0.080000,0.140000
297,250,524.205798,0.068000,0.156000
298,250,524.779283,0.064000,0.124000
299,250,509.657706,0.072000,0.136000
300,250,514.032560,0.084000,0.148000
301,250,523.957986,0.060000,0.136000
302,250,525.510052,0.068000,0.180000
303,250,531.161364,0.052000,0.156000
304,250,524.465233,0.048000,0.164000
305,250,516.748763,0.044000,0.148000
306,250,535.184460,0.028000,0.124000
307,250,538.188957,0.040000,0.136000
308,250,523.242875,0.064000,0.180000
309,250,531.084272,0.040000,0.208000
310,250,540.257323,0.048000,0.176000
311,250,529.462679,0.040000,0.156000
312,250,531.809011,0.056000,0.156000
313,250,525.756254,0.056000,0.144000
314,250,529.381281,0.044000,0.148000
315,250,532.867939,0.060000,0.180000
316,250,542.755423,0.060000,0.176000
317,250,538.862231,0.024000,0.128000
318,250,522.277948,0.052000,0.176000
319,250,528.518965,0.068000,0.132000
320,250,529.314189,0.032000,0.180000
321,250,520.227819,0.064000,0.160000
322,250,532.798559,0.056000,0.136000
323,250,516.690184,0.080000,0.160000
324,250,520.329828,0.028000,0.152000
325,250,522.322397,0.060000,0.152000
326,250,530.651838,0.032000,0.160000
327,250,527.767725,0.040000,0.152000
328,250,532.853903,0.044000,0.164000
329,250,529.707415,0.048000,0.136000
330,250,522.717119,0.052000,0.144000
331,250,514.608452,0.068000,0.160000
332,250,540.618989,0.040000,0.140000
333,250,520.319217,0.068000,0.172000
334,250,531.094858,0.064000,0.128000
335,250,535.075932,0.060000,0.140000
336,250,511.298441,0.060000,0.148000
337,250,524.838430,0.060000,0.208000
338,250,519.803726,0.052000,0.148000
339,250,521.798246,0.076000,0.188000
340,250,526.644588,0.040000,0.164000
341,250,527.202561,0.052000,0.108000
342,250,533.151824,0.032000,0.172000
343,250,519.139848,0.048000,0.128000
344,250,526.464269,0.056000,0.164000
345,250,525.996587,0.048000,0.128000
346,250,535.943336,0.060000,0.156000
347,250,516.303772,0.072000,0.124000
348,250,502.008575,0.096000,0.116000
349,250,530.865378,0.048000,0.108000
350,250,540.036882,0.036000,0.148000
351,250,526.293469,0.048000,0.180000
352,250,514.173974,0.048000,0.156000
353,250,530.858662,0.064000,0.200000
354,250,542.899994,0.044000,0.148000
355,250,518.053754,0.080000,0.156000
356,250,536.418436,0.036000,0.172000
357,250,530.867222,0.060000,0.148000
358,250,529.736522,0.044000,0.180000
359,250,520.476218,0.044000,0.140000
360,250,519.095005,0.052000,0.176000
361,250,529.419316,0.032000,0.160000
362,250,524.365734,0.068000,0.168000
363,250,522.233871,0.060000,0.132000
364,250,503.798491,0.068000,0.132000
365,250,529.298368,0.052000,0.168000
366,250,529.819991,0.044000,0.208000
367,250,497.683108,0.084000,0.148000
368,250,529.562627,0.064000,0.144000
369,250,523.138144,0.056000,0.164000
370,250,518.903645,0.084000,0.192000
371,250,531.490287,0.056000,0.136000
372,250,520.746256,0.080000,0.196000
373,250,540.757748,0.020000,0.124000
374,250,513.145014,0.076000,0.172000
375,250,533.009322,0.052000,0.188000
376,250,524.779111,0.068000,0.180000
377,250,520.566241,0.068000,0.156000
378,250,526.011419,0.068000,0.136000
379,250,527.612602,0.044000,0.160000
380,250,533.326220,0.056000,0.116000
381,250,527.249384,0.044000,0.136000
382,250,525.222709,0.044000,0.152000
383,250,505.134355,0.080000,0.144000
384,250,531.118832,0.048000,0.168000
385,250,500.706823,0.080000,0.144000
386,250,517.326286,0.068000,0.116000
387,250,519.262133,0.064000,0.168000
388,250,535.574645,0.052000,0.164000
389,250,515.930023,0.056000,0.160000
390,250,514.287469,0.092000,0.128000
391,250,523.974532,0.044000,0.100000
392,250,521.596589,0.048000,0.152000
393,250,523.265614,0.064000,0.144000
394,250,528.738854,0.040000,0.140000
395,250,532.550709,0.064000,0.172000
396,250,525.773053,0.052000,0.156000
397,250,520.509429,0.040000,0.128000
398,250,506.732342,0.076000,0.168000
399,250,533.150682,0.048000,0.116000
400,250,511.824817,0.084000,0.160000
401,250,526.944074,0.048000,0.140000
402,250,533.955922,0.044000,0.136000
403,250,534.056406,0.044000,0.168000
404,250,542.444858,0.040000,0.136000
405,250,517.698976,0.044000,0.144000
406,250,522.695299,0.032000,0.152000
407,250,532.371007,0.036000,0.144000
408,250,520.100105,0.048000,0.164000
409,250,540.271741,0.040000,0.148000
410,250,511.694090,0.048000,0.176000
411,250,520.487269,0.060000,0.120000
412,250,518.066326,0.068000,0.144000
413,250,519.907835,0.052000,0.164000
414,250,499.898903,0.072000,0.140000
415,250,521.693936,0.040000,0.128000
416,250,519.620073,0.060000,0.160000
417,250,536.130031,0.048000,0.160000
418,250,524.918453,0.056000,0.112000
419,250,524.026478,0.032000,0.120000
420,250,527.722086,0.056000,0.176000
421,250,520.187284,0.048000,0.148000
422,250,525.588000,0.048000,0.136000
423,250,532.365739,0.052000,0.156000
424,250,519.444413,0.064000,0.188000
425,250,538.222474,0.028000,0.144000
426,250,518.550379,0.068000,0.204000
427,250,532.150702,0.056000,0.172000
428,250,538.078048,0.020000,0.180000
429,250,533.987819,0.032000,0.172000
430,250,542.411579,0.052000,0.160000
431,250,519.436785,0.048000,0.140000
432,250,514.872022,0.080000,0.148000
433,250,523.629291,0.056000,0.184000
434,250,523.070620,0.068000,0.124000
435,250,521.056851,0.032000,0.140000
436,250,512.561441,0.048000,0.172000
437,250,522.181035,0.068000,0.144000
438,250,534.633102,0.040000,0.188000
439,250,531.074790,0.048000,0.120000
440,250,520.986773,0.044000,0.144000
441,250,525.889321,0.068000,0.164000
442,250,509.637249,0.076000,0.184000
443,250,522.586180,0.048000,0.128000
444,250,513.487451,0.040000,0.156000
445,250,526.187225,0.060000,0.132000
446,250,525.791913,0.068000,0.148000
447,250,527.518496,0.036000,0.156000
448,250,531.772415,0.052000,0.160000
449,250,526.644936,0.064000,0.180000
450,250,537.760200,0.048000,0.136000
451,250,525.383432,0.044000,0.148000
452,250,523.669080,0.068000,0.208000
453,250,526.815629,0.040000,0.164000
454,250,541.350024,0.032000,0.144000
455,250,517.449291,0.056000,0.164000
456,250,528.622325,0.068000,0.180000
457,250,536.973252,0.048000,0.188000
458,250,518.635590,0.072000,0.212000
459,250,525.367664,0.044000,0.196000
460,250,519.834163,0.048000,0.140000
461,250,512.672986,0.096000,0.136000
462,250,520.085499,0.048000,0.192000
463,250,535.728521,0.036000,0.188000
464,250,506.595117,0.060000,0.160000
465,250,521.593312,0.040000,0.160000
466,250,531.825268,0.044000,0.168000
467,250,524.544342,0.068000,0.156000
468,250,520.305540,0.040000,0.180000
469,250,523.669674,0.096000,0.160000
470,250,536.844705,0.044000,0.108000
471,250,525.959758,0.040000,0.120000
472,250,523.962809,0.060000,0.156000
473,250,531.144656,0.052000,0.140000
474,250,534.393089,0.044000,0.156000
475,250,511.134930,0.072000,0.104000
476,250,524.187223,0.056000,0.184000
477,250,518.167586,0.044000,0.148000
478,250,523.973614,0.052000,0.152000
479,250,529.036586,0.076000,0.160000
480,250,528.279866,0.036000,0.164000
481,250,518.279308,0.088000,0.168000
482,250,513.435855,0.076000,0.176000
483,250,528.571826,0.056000,0.128000
484,250,545.663248,0.048000,0.156000
485,250,523.038945,0.064000,0.144000
486,250,528.428295,0.064000,0.112000
487,250,511.752521,0.076000,0.168000
488,250,532.273858,0.036000,0.180000
489,250,524.852892,0.040000,0.212000
490,250,518.730781,0.064000,0.148000
491,250,513.765956,0.072000,0.196000
492,250,525.958958,0.056000,0.156000
493,250,529.133810,0.048000,0.172000
494,250,543.961231,0.016000,0.156000
495,250,540.778452,0.040000,0.160000
496,250,529.547022,0.036000,0.128000
497,250,529.030754,0.056000,0.140000
498,250,535.288500,0.048000,0.156000
499,250,512.983658,0.080000,0.128000
500,250,519.580854,0.060000,0.152000
501,250,514.551332,0.052000,0.148000
502,250,528.067745,0.052000,0.152000
503,250,524.862265,0.052000,0.164000
504,250,531.118780,0.044000,0.128000
505,250,520.043941,0.080000,0.128000
506,250,520.579100,0.052000,0.144000
507,250,514.560181,0.060000,0.136000
508,250,524.747429,0.060000,0.120000
509,250,522.388406,0.064000,0.152000
510,250,521.556909,0.072000,0.176000
511,250,525.214456,0.044000,0.188000
512,250,535.256311,0.036000,0.172000
513,250,509.913234,0.092000,0.132000
514,250,511.998586,0.036000,0.172000
515,250,528.056769,0.052000,0.196000
516,250,536.958173,0.056000,0.172000
517,250,530.761792,0.032000,0.116000
518,250,525.723869,0.044000,0.140000
519,250,519.024874,0.044000,0.140000
520,250,536.991901,0.060000,0.132000
521,250,513.160996,0.068000,0.148000
522,250,523.930306,0.064000,0.172000
523,250,530.884603,0.056000,0.176000
524,250,528.014970,0.044000,0.124000
525,250,523.689244,0.056000,0.132000
526,250,538.098908,0.060000,0.112000
527,250,528.615441,0.048000,0.160000
528,250,525.764603,0.064000,0.156000
529,250,537.061010,0.040000,0.152000
530,250,532.001333,0.048000,0.148000
531,250,533.130850,0.056000,0.156000
532,250,530.668964,0.040000,0.148000
533,250,552.219039,0.036000,0.172000
534,250,532.047500,0.048000,0.184000
535,250,518.595717,0.084000,0.176000
536,250,519.049262,0.064000,0.164000
537,250,523.120520,0.052000,0.156000
538,250,537.969883,0.020000,0.160000
539,250,521.731419,0.040000,0.180000
540,250,509.598860,0.080000,0.180000
541,250,525.877994,0.060000,0.164000
542,250,541.009859,0.036000,0.176000
543,250,524.472760,0.052000,0.152000
544,250,523.953542,0.060000,0.172000
545,250,526.897231,0.052000,0.144000
546,250,516.410411,0.052000,0.156000
547,250,522.589385,0.036000,0.176000
548,250,548.777410,0.016000,0.156000
549,250,511.707588,0.080000,0.156000
550,250,526.133449,0.064000,0.188000
551,250,515.677596,0.068000,0.172000
552,250,516.635225,0.044000,0.108000
553,250,527.455324,0.064000,0.164000
554,250,535.839009,0.040000,0.208000
555,250,524.479136,0.040000,0.124000
556,250,524.879503,0.064000,0.176000
557,250,522.394892,0.052000,0.168000
558,250,532.008811,0.048000,0.136000
559,250,504.121519,0.076000,0.152000
560,250,518.387288,0.060000,0.168000
561,250,532.829627,0.048000,0.176000
562,250,525.065867,0.040000,0.160000
563,250,530.478437,0.056000,0.132000
564,250,515.939562,0.068000,0.144000
565,250,529.421720,0.064000,0.128000
566,250,522.909430,0.040000,0.156000
567,250,526.566625,0.060000,0.168000
568,250,519.270379,0.068000,0.136000
569,250,520.723526,0.060000,0.172000
570,250,523.494009,0.048000,0.176000
571,250,529.188344,0.040000,0.124000
572,250,523.816292,0.048000,0.148000
573,250,526.874872,0.068000,0.152000
574,250,528.878276,0.032000,0.176000
575,250,527.531528,0.076000,0.156000
576,250,531.360358,0.044000,0.140000
577,250,529.020326,0.060000,0.180000
578,250,537.239779,0.032000,0.152000
579,250,527.298284,0.048000,0.176000
580,250,522.035126,0.068000,0.144000
581,250,532.103791,0.040000,0.160000
582,250,524.671908,0.044000,0.208000
583,250,529.616501,0.028000,0.176000
584,250,536.785975,0.040000,0.152000
585,250,525.386607,0.052000,0.136000
586,250,523.748372,0.052000,0.136000
587,250,532.079510,0.060000,0.132000
588,250,539.556885,0.032000,0.144000
589,250,530.545965,0.040000,0.132000
590,250,530.211626,0.056000,0.156000
591,250,522.693623,0.056000,0.128000
592,250,522.224097,0.072000,0.168000
593,250,518.700395,0.040000,0.108000
594,250,537.545990,0.028000,0.164000
595,250,530.629290,0.056000,0.124000
596,250,530.182493,0.052000,0.168000
597,250,512.154310,0.052000,0.136000
598,250,518.093534,0.060000,0.164000
599,250,528.579454,0.044000,0.140000
