symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AARD,0.11625835210688112,-0.9692637898617976,4.4474509329011696,-0.21793692712637205,0.8274782549116795,
AARS1,3985.2234750506527,0.345145796080606,0.3417439134636573,1.0099544790204744,0.31251709974509134,0.6102078901859509
AARS1P1,0.0,,,,,
AARS2,519.2253592179695,0.020095180529079264,0.13083654424197771,0.15358996712656914,0.8779330481432253,0.9569596667350903
AARSD1,83.58512648374936,0.025702186456406945,0.26878169299749194,0.0956247658453687,0.9238185950313866,0.9751333781841246
AARSD1P1,2.419824650117983,2.043703465555252,1.4511937854047035,1.4082912193462236,0.15904485463120221,
AASDH,389.59835529306474,-0.06854541737886526,0.1320713319598126,-0.5190029990741869,0.6037586498563933,0.8227167736138026
AASDHPPT,973.7549806548554,0.08689131654519644,0.10666876476395903,0.8145900698997787,0.41530699640616153,0.6926858963056451
AASDHPPT-AS1,0.0,,,,,
AASS,253.73872952796134,0.27099823975403625,0.1719937980774564,1.5756279748644992,0.115111565143472,0.36384335312053806
AATBC,0.27041008738347155,1.8351744888835932,4.369253420856999,0.4200201526703014,0.6744707317223748,
AATK,76.47003953504972,0.3114428336018506,0.28196088768900557,1.104560409617389,0.2693501139237511,0.5682740953332813
ABAT,166.91189825359422,0.1615149693117838,0.17905088065041802,0.9020618537315567,0.3670240111828392,0.6539325273795211
ABCA1,106.96025277756291,0.13972495245787214,0.27746643517757624,0.503574251669213,0.6145605901663547,0.8291808000017115
ABCA10,11.552172622528817,0.4587356486128165,0.6730448150467717,0.6815826202909501,0.49550290762928895,
ABCA11P,30.38432050599553,-0.427448485519081,0.4524503330228956,-0.9447412330613768,0.3447910007307867,0.6373107257122977
ABCA12,44.29317804977123,2.292927617613315,0.555450543180814,4.128050005105325,3.6585256541836564e-05,0.0015822252376807603
ABCA13,0.08526577205251841,-0.7610679891249407,4.479023546702507,-0.16991828267686715,0.8650744027068019,
ABCA15P,13.676110565314746,0.2705167891598094,0.6906435872273703,0.3916879764942365,0.6952887749965266,
ABCA17P,1.6272299724831232,1.010710640214695,1.7260242987234544,0.5855715014917251,0.5581635041710342,
ABCA2,7166.95833023461,-0.10892240346611592,0.08049361823261807,-1.3531806105589845,0.1759979380012796,0.4567765116005777
ABCA3,372.91098716493326,0.40016482554502075,0.15086328288572967,2.6524997858367088,0.007989817859397891,0.07635356849610309
ABCA3P1,0.0,,,,,
ABCA4,14.879947686523607,0.4130039138767217,0.5805421864452383,0.711410683874013,0.4768297803266608,
ABCA5,456.45956589793485,-0.2781949069650902,0.1535659674414451,-1.8115661405979568,0.07005326069529731,0.27658805533499825
ABCA6,2.1787681952590225,1.426078319774055,1.7028384453320817,0.8374712960488429,0.4023277048748509,
ABCA7,2279.495850071998,0.08864887066328929,0.08031621873195377,1.103748060639468,0.2697024411590585,0.5682740953332813
ABCA8,0.0945171995484166,1.009214241209702,4.473475142510535,0.22559960859496955,0.8215128452992173,
ABCA9,1.5747238180874972,-0.7410347575208748,1.9141327533191566,-0.3871386434592381,0.698653570498859,
ABCA9-AS1,0.0,,,,,
ABCB1,36.077756791300985,-0.09993013164646578,0.3825081366195378,-0.2612496887768466,0.793899962080432,0.9188610343250264
ABCB10,449.83503608393136,-0.0537883134109667,0.14856711660087793,-0.3620472325344224,0.7173167347447467,0.8855415225239773
ABCB10P3,2.893320330867357,0.47154464092859133,1.2890503483690108,0.3658077758756435,0.7145085171487693,
ABCB10P4,0.0,,,,,
ABCB11,0.23251670421376225,-1.662220804419472,4.3659706095306765,-0.38072194091067274,0.7034095863612326,
ABCB4,0.5843024798838722,0.31195924789312174,3.2403000439183307,0.09627480284692563,0.9233023225266193,
ABCB5,0.0,,,,,
ABCB6,60.49374368815469,0.31622730942447425,0.29398430996987346,1.0756604985377627,0.2820791198172241,0.5799458889502117
ABCB7,541.9473980840369,-0.12107193172006417,0.11755558562673397,-1.029912199191414,0.30305122355688974,0.5999806450393124
ABCB8,812.8833720310345,0.04386753858694409,0.10045835510616424,0.43667386889407994,0.6623478827233751,0.8558641643457064
ABCB9,402.14944794195975,-0.1919434831266226,0.1280644048204973,-1.4988043195582879,0.133924403689511,0.3960173977560687
ABCC1,3107.840945907313,-0.027632678386262016,0.08972024686774745,-0.30798709712640554,0.7580921504490928,0.902594770631707
ABCC10,707.9367644106009,0.3980219190932706,0.13064361248951864,3.0466236466417627,0.002314272737426899,0.033082200946449786
ABCC11,6.886327468198645,0.4127295069413555,0.9100579602132018,0.453520022883668,0.6501743286431205,
ABCC12,0.8019788346545166,2.182749314498572,2.6425899094750727,0.825988666146143,0.4088105211321229,
ABCC13,0.0,,,,,
ABCC2,1206.1381046823392,0.6801396345286859,0.16965778465543777,4.0088914040107175,6.100446059276408e-05,0.0024088804830586234
ABCC3,3348.1145804352805,1.0467640881053715,0.3790810044769479,2.761320339829968,0.0057568180200917515,0.061365517909006205
ABCC4,836.4121691687363,-0.06235072131391533,0.12032475821800226,-0.5181869653205486,0.6043278282852244,0.822776240147076
ABCC5,523.7104434617349,0.1930346035696141,0.13867097538213624,1.3920332141435348,0.16391234034754631,0.43942770883761073
ABCC5-AS1,0.0,,,,,
ABCC6,67.03234470414613,-0.351646832911987,0.28110975042773884,-1.2509236423742627,0.21096233721283086,0.4999177281845477
ABCC6P1,0.4215511033105955,-0.24781172485565653,3.63708876695984,-0.06813463754496064,0.9456784576386843,
ABCC6P2,1.4752316019607594,1.014026717213062,1.7419005716421063,0.582138116102189,0.5604736528212192,
ABCC8,1.0756935475369827,-1.9134341032796407,2.553791393989538,-0.7492523108124624,0.4537051454000398,
ABCC9,0.0,,,,,
ABCD1,351.13537397797785,0.13799476916619377,0.1609838308346753,0.8571964553875571,0.3913363211139711,0.6756875415127539
ABCD1P2,0.0,,,,,
ABCD1P3,0.0,,,,,
ABCD1P4,0.0,,,,,
ABCD1P5,0.0,,,,,
ABCD2,0.27041008738347155,1.8351744888835932,4.369253420856999,0.4200201526703014,0.6744707317223748,
ABCD3,1126.4185604337074,0.25493994758765914,0.0908600754401903,2.8058522552677863,0.0050183696348575,0.05555806409442453
ABCD4,995.664231114033,-0.13907252313642582,0.09603204404436685,-1.4481887220079814,0.1475642778354061,0.41620458736060817
ABCE1,3280.370405722912,0.08019537562415903,0.07430349007343495,1.0792948695263314,0.2804562992776821,0.5782739768518032
ABCF1,1428.7539187833374,0.11520091330878858,0.09923813184157071,1.1608533047831024,0.24570156115187702,0.5420899722166272
ABCF2,1305.9180153927664,0.37567397202981245,0.10886753608467525,3.4507437711975024,0.0005590440462210093,0.012908232274014933
ABCF2P1,0.11625835210688112,-0.9692637898617976,4.4474509329011696,-0.21793692712637205,0.8274782549116795,
ABCF2P2,0.0,,,,,
ABCF3,1141.7762764564932,0.21954441633279748,0.105171681988408,2.0874860245840283,0.03684422304888334,0.19167283285006856
ABCG1,53.51623147896834,0.19149542525040605,0.3281203436808785,0.583613387399867,0.5594804511870595,0.7947060841410428
ABCG2,26.964727578558577,-0.07961983843968223,0.44137985393467954,-0.18038847430373495,0.85684760207923,0.9481630154435343
ABCG4,84.73326180900938,0.24108758745746456,0.24340864903356302,0.9904643422273034,0.3219472096690488,0.6178866181312361
ABCG5,0.0,,,,,
ABCG8,0.0,,,,,
ABHD1,0.34106308821007364,-2.093503282354712,4.329773392054072,-0.4835133603519931,0.6287312757247153,
ABHD10,3339.8733371186736,-0.07102746292055197,0.07878844792345056,-0.9014959019063427,0.3673247117670234,0.6542116026150032
ABHD11,1044.4386693497154,0.07596690699424175,0.13601716049442877,0.558509725670632,0.5764963651708154,0.8064082536936049
ABHD12,601.8201469482884,0.07082870489901875,0.12548664007940608,0.5644322364054006,0.5724600052145453,0.8038676331024591
ABHD12B,0.25579731615755524,-1.7897718155326547,4.354270494225218,-0.4110382710275605,0.681044472222515,
ABHD13,311.6649110049552,0.43807897341611246,0.21139272844457557,2.0723464645141334,0.03823314213584003,0.19562039108085819
ABHD14A,105.15900092882424,0.133370273887814,0.22763189739613449,0.5859032737214218,0.5579405172367555,0.7939026181654815
ABHD14A-ACY1,4.813938714099408,1.2956261762823116,0.9923297916029954,1.305640712639873,0.19167476841346953,
ABHD14B,1620.7564955475946,-0.12044664395189207,0.09350966162522371,-1.2880663009414877,0.19772288476069222,0.48400979698005575
ABHD15,236.20081751986575,0.13592601828052997,0.15534999682227293,0.8749663409136413,0.38159222022008277,0.6673319316457563
ABHD15-AS1,0.0,,,,,
ABHD16A,78.51635111670139,0.007687698792845409,0.24539312767640684,0.03132809327481642,0.9750078862061177,0.9917518430363578
ABHD16B,2.1552771788398455,-2.3714192805045218,1.900880048728057,-1.2475375719216573,0.2122004526945277,
ABHD17A,1423.0773886110173,-0.10763250344527754,0.09774820374991308,-1.1011200136286212,0.2708444276651447,0.5692245661959683
ABHD17AP1,0.7344912925223124,0.6799525163245962,2.663917659325336,0.2552453203440233,0.7985336294128226,
ABHD17AP3,0.8213610540627263,0.3422603039589906,2.817393402323738,0.12148119026498044,0.903309912350328,
ABHD17AP4,3.3527721320385577,-0.2475145653866697,1.2144911951505817,-0.20380103731915566,0.8385089821912951,
ABHD17AP5,0.0,,,,,
ABHD17AP6,6.378313100688612,0.0740903819567252,0.815867293273037,0.09081180550760258,0.9276421293753548,
ABHD17AP7,0.0,,,,,
ABHD17AP8,0.0,,,,,
ABHD17AP9,0.0,,,,,
ABHD17B,404.2077046825405,-0.009596107327313894,0.14084050461138442,-0.06813457075996746,0.9456785108018556,0.9824077020230421
ABHD17C,451.31784765239007,0.1626699551141765,0.12512302458496558,1.3000801063893277,0.19357351516247567,0.47859382886722435
ABHD18,408.3955858397548,-0.005872926602238928,0.12596260019294525,-0.046624367814279616,0.9628126104392056,0.9876452113047782
ABHD2,2037.6914086867098,-0.3482630430142614,0.10780673308588434,-3.2304387030893267,0.0012360040434608796,0.021911775163507275
ABHD3,965.148013675127,0.4855543003094657,0.12872708893399434,3.771966757971485,0.00016196583792026564,0.005191672023500656
ABHD4,317.37950993214366,0.004144007378939143,0.15528956587123238,0.026685678176055914,0.9787104362253453,0.9928451127416359
ABHD5,248.2265988357734,0.1957671982562343,0.1584082212803987,1.2358398868055365,0.21651808534692618,0.5067215043259191
ABHD6,189.82485576298552,0.3507072780588119,0.1848998984015285,1.896741323768692,0.05786208686770535,0.24842584601284276
ABHD8,169.43436965126472,0.5961077747714484,0.17677685866652124,3.372091682520331,0.0007459961066157792,0.01563493070834886
ABI1,1160.9573328905574,-0.00952929990074343,0.09947651035757359,-0.09579447315240407,0.9236838069590527,0.9751333781841246
ABI1P1,0.23251670421376225,-1.662220804419472,4.3659706095306765,-0.38072194091067274,0.7034095863612326,
ABI2,1772.024768694221,-0.026225264627350107,0.10023919064611067,-0.26162685929834634,0.7936091343637007,0.9188610343250264
ABI3,0.639784148038467,-2.6179552886157964,3.430345444826491,-0.7631754092183605,0.44535879216704843,
ABI3BP,2.4527897625118,-1.2393682553130738,1.667451283062102,-0.7432710435996079,0.4573175989508276,
ABITRAM,442.78810997373853,0.07779369285540265,0.13375544310904253,0.5816114174283156,0.5608284506483806,0.7954363334911909
ABITRAMP1,0.0,,,,,
ABL1,1686.6820723469264,-0.03182985246180884,0.09169993658556574,-0.3471087728845725,0.7285096029729492,0.8892520021087632
ABL2,2826.7474706114212,0.2398725163087918,0.07605069148739307,3.1541135473903674,0.0016098643593990887,0.026046534641441552
ABLIM1,4271.031236530776,-0.0027437250722088177,0.10685541519838,-0.025676986675078815,0.9795149797771502,0.9932795700120503
ABLIM2,123.46610792059346,0.4368446651548917,0.23193620036947374,1.8834690939103051,0.05963682441251182,0.252543506052735
ABLIM3,942.7037138704972,-0.17107234387841427,0.09673978596867042,-1.7683762907416063,0.07699801750031435,0.29021467969384035
ABO,24.822751321633493,-0.12152380366109217,0.4314023126315895,-0.2816948358941031,0.7781775145667849,0.9118045943999298
ABR,2310.978858209437,0.04675378619461864,0.10074795163509961,0.4640668662322468,0.6425998397048642,0.8456469876641581
ABR-AS1,0.0,,,,,
ABRA,0.0,,,,,
ABRACL,455.1018924478155,0.161091860892729,0.12878941731173066,1.250815977393634,0.21100162427986546,0.4999177281845477
ABRAXAS1,348.19370530866314,-0.11929748747359627,0.1494526754796404,-0.7982291858659157,0.42473750349342687,0.6993769706159071
ABRAXAS1P1,0.0,,,,,
ABRAXAS1P2,0.6260859468194616,1.793874630114405,2.8453497614000463,0.6304583901951423,0.5283947184440911,
ABRAXAS2,887.706136585422,-0.015888774249131172,0.09892348749729504,-0.1606168024511432,0.8723952202807217,0.9545859417374193
ABT1,702.1157950869489,-0.055402121338433565,0.11912397592281018,-0.4650795182854958,0.6418745128031689,0.8454274860212289
ABT1P1,0.0,,,,,
ABTB1,677.3798740910087,0.08535104839281972,0.13127685049996826,0.6501606952616551,0.515588426777367,0.766014896933257
ABTB2,395.6790253148561,0.5447195785928731,0.15421310387841383,3.53225222042315,0.00041203615879461077,0.010205761075016332
ABTB3,581.6994687402703,0.1270620506431497,0.14902247591937207,0.8526368244740213,0.39386073487987106,0.6777188059399412
ACAA1,640.6425436362364,0.18435324788680288,0.10687925343157903,1.724874023421397,0.08455017787107057,0.3058489307322343
ACAA2,199.95746114197377,-0.47814466518317844,0.2102730089082016,-2.2739231614454183,0.022970606846425427,0.14746869795893194
ACAA2P1,3.7367140159468004,2.699225764894091,1.225493946098723,2.2025614842789665,0.02762567110372934,
ACACB,301.6204468012755,-0.22723762106017925,0.1415771849192721,-1.6050440697048123,0.10848410653911926,0.35137398558783206
ACAD10,660.7122599860637,-0.04484901848575602,0.10517780272912551,-0.42641144159723515,0.6698080656514407,0.8592085949500543
ACAD11,51.01723094635116,-0.11767671565607916,0.29666545178046344,-0.3966647108715631,0.6916147264172202,0.8714268792066029
ACAD8,466.8727929824172,0.2031686017723992,0.1361146661555838,1.492628292826068,0.13553451307888142,0.3984622470281765
ACAD9,844.6426168081335,0.23578382062889108,0.11006643381734353,2.14219551275893,0.032177752453683636,0.17725738846604616
ACADL,0.0,,,,,
ACADM,707.2331097086791,0.22439432078313365,0.10908525596604839,2.0570545377184057,0.03968098010592368,0.20006439377609114
ACADS,409.4501189858124,-0.19864070277929166,0.12470543038533984,-1.592879333045015,0.11118726344099941,0.3564974615955654
ACADSB,672.6752140715358,0.10731841808755295,0.11997510562795718,0.8945057187142421,0.3710513713907819,0.6575811353932373
ACADVL,7380.947631204127,0.26238893607997377,0.07768613838199442,3.3775515367975673,0.0007313424708098161,0.01542272210501877
ACAN,0.08526577205251841,-0.7610679891249407,4.479023546702507,-0.16991828267686715,0.8650744027068019,
ACAP1,38.15876330783234,-0.4405666920191281,0.45515054645410674,-0.9679581743917578,0.3330652587624945,0.6274418830176531
ACAP2,1659.5127756043937,-0.010786858936118297,0.09521092562499216,-0.1132943395446502,0.9097972047372314,0.9696579033121031
ACAP2-IT1,14.681789702455013,-0.38390788719054136,0.5702440969263555,-0.6732343030990137,0.5007982410637986,
ACAP3,1075.1345536143083,0.3117171025084989,0.11797746151854312,2.64217502645202,0.008237547446562484,0.0778748355456479
ACAT1,1053.281715124316,-0.18199359421467923,0.11993156793084196,-1.5174786534903393,0.12914587899205604,0.38704831450604005
ACAT2,599.2415376801631,-0.20278343581096925,0.13474375798888905,-1.50495606503487,0.1323353726360024,0.39238316789295824
ACBD3,1576.9358390549505,-0.26932008350586195,0.0900891362893383,-2.9894845771513405,0.0027944855496051238,0.037519146245102226
ACBD3-AS1,0.17589288783505497,1.2402801596797268,4.438726382864569,0.27942253085654306,0.7799205822776176,
ACBD4,259.8137950261005,0.087640069661259,0.15268850306512444,0.573979493556754,0.5659816780362641,0.7990019067241477
ACBD5,656.7415880939699,0.07806086283881618,0.13169706364144976,0.5927304731056102,0.5533615442497484,0.790524781597559
ACBD6,123.60206278593675,0.24946142807473332,0.238627291498823,1.0454019173911788,0.29583725090899327,0.593276849578572
ACBD7,41.284561015707816,-0.24241687910821566,0.3412617225868798,-0.7103547308810766,0.4774841879676578,0.7362754400298325
ACCS,259.97439699739965,0.2849593833538622,0.1591762738362193,1.790212677343261,0.07341972784874233,0.2835995413156386
ACCSL,2.4190428096348304,-0.5609055964247966,1.3444257982821508,-0.4172082960186405,0.6765260576477388,
ACCSLP1,0.1890343990968332,1.525648430278614,4.402156621269799,0.34656841215216505,0.7289155802018306,
ACD,635.2789594189591,-0.12792861885326323,0.1184258741643238,-1.0802421325237905,0.28003437096826145,0.5779305037478605
ACE,71.96853565681249,-0.21252937121493312,0.27157334432940405,-0.7825855359248597,0.43387053797245967,0.707096343916595
ACE2,0.4370515477226284,1.2108933490656304,3.6588705821627445,0.33094730241862663,0.7406842911051805,
ACE2-DT,0.0,,,,,
ACE3P,0.0,,,,,
ACER1,0.48883307704677176,2.383267417272216,3.7161425104548433,0.6413283157379537,0.5213093959633524,
ACER2,177.57584763202053,1.0091799804365538,0.19884461907606918,5.075218958027151,3.8705004068991834e-07,4.1517974049754e-05
ACER2P1,0.0,,,,,
ACER3,1053.9281439088475,0.08817520830723123,0.09442447274077037,0.9338173224361481,0.35039813241820283,0.6411017429188847
ACER3-AS1,0.0,,,,,
ACHE,49.181239070020474,0.7784640339556642,0.30861734951168385,2.522424728186555,0.011654889062258379,0.09547477672588449
ACIN1,5597.234758786598,-0.060406357031058885,0.07244268488277808,-0.8338503346308108,0.4043653271141291,0.6847494629950043
ACKR1,0.0,,,,,
ACKR2,4.8409858664650836,0.7252407630929985,0.9827384107772207,0.7379794614107182,0.46052693003352496,
ACKR3,0.40726744382470464,-1.0997142475658823,4.429503705192471,-0.24827030763666502,0.8039252709980558,
ACKR4,1.6952585811119552,1.2342515101153757,1.6298010552821625,0.7573019456056822,0.4488689855488722,
ACKR4P1,0.3129401892117168,1.2402801596797268,4.438726382864569,0.27942253085654306,0.7799205822776176,
ACLY,5925.14647981711,-0.07059052046821879,0.07934114220867511,-0.8897089013737498,0.37362221312738064,0.6587104192357068
ACMSD,0.0,,,,,
ACNATP,0.0,,,,,
ACO1,1493.26221630966,-0.11187523647405236,0.09192803438304005,-1.2169871489680453,0.2236091053883933,0.5164096126074095
ACO2,2922.9306107600514,-0.1357590442833314,0.088839692351862,-1.528135011382511,0.12647902029256589,0.3835760671072184
ACO2P1,1.9044983427005473,0.5466980910245177,1.9188908962466045,0.28490316572655167,0.7757183305577435,
ACO2P2,2.375098663254118,0.12642112444288683,1.3348004772465658,0.09471162664225971,0.9245438827699681,
ACOD1,0.0945171995484166,1.009214241209702,4.473475142510535,0.22559960859496955,0.8215128452992173,
ACOT1,0.11625835210688112,-0.9692637898617976,4.4474509329011696,-0.21793692712637205,0.8274782549116795,
ACOT11,732.1689128300313,0.002229343787515636,0.1435567141365945,0.015529359256540318,0.9876098620150559,0.9958916355771062
ACOT12,0.08526577205251841,-0.7610679891249407,4.479023546702507,-0.16991828267686715,0.8650744027068019,
ACOT13,310.9319060161243,-0.13516737055449432,0.1430365960931125,-0.9449845301583131,0.3446667739177388,0.6371821768328614
ACOT2,0.27041008738347155,1.8351744888835932,4.369253420856999,0.4200201526703014,0.6744707317223748,
ACOT4,0.0,,,,,
ACOT6,0.0,,,,,
ACOT7,1824.761864668469,-0.13746253887564566,0.09678111763242475,-1.420344610998699,0.15550737959776503,0.4277159362528474
ACOT8,243.4209649235219,-0.2888055950181295,0.15479686168870715,-1.8657070425556224,0.06208236382577103,0.2584577153959079
ACOT9,1247.0336160254603,0.14176306807145725,0.09712839572361091,1.4595429793245942,0.14441572024070362,0.4118432817331181
ACOX1,1379.6407592444336,0.15400482295868223,0.09386473419855419,1.6407101588644823,0.10085759512601687,0.33742215579610213
ACOX2,112.1901778776026,-0.19386062343797839,0.20620668855982593,-0.9401277174466355,0.3471520528920361,0.6383191926432283
ACOX3,302.3349517754702,0.1557230103590842,0.16994969208642846,0.9162888643534038,0.3595154070368768,0.647669715692062
ACOXL,59.28302000019561,-0.6920559537594871,0.2771985181762803,-2.496607695858549,0.012538758780560814,0.10065734288012962
ACOXL-AS1,0.0,,,,,
ACP1,1582.6606740669074,-0.06297269968969976,0.08945945657843857,-0.7039244602887225,0.481479817721679,0.7389522198713903
ACP2,288.69138847403684,0.11872932160361543,0.1778267879526463,0.6676683697128466,0.5043453047641386,0.7575188629329505
ACP3,15.058847450097383,0.28535514326663797,0.674274265152668,0.42320337289163534,0.6721468861363968,
ACP4,0.0,,,,,
ACP5,0.0,,,,,
ACP6,491.02755625475487,0.03933995527200019,0.11641743593898601,0.33792150595567255,0.7354223405026927,0.8921498475792417
ACP7,129.741063296198,0.9698385691358032,0.27118898568440364,3.5762461616507295,0.00034856344963319,0.00913169206606336
ACR,21.625842522153306,-0.5668220473763514,0.5764137762189184,-0.9833596467706142,0.3254304634365234,
ACRBP,42.36023841079559,-0.7547919518302583,0.3695988259958672,-2.0421925037140087,0.04113243978556457,0.2050300867906133
ACRP1,1.6883088713546404,-0.7028354489920808,1.6395522795588033,-0.4286752290577833,0.6681595898584636,
ACRV1,0.27041008738347155,1.8351744888835932,4.369253420856999,0.4200201526703014,0.6744707317223748,
ACSBG1,22.32952718640554,-0.570639161538141,0.538860105976034,-1.0589745932379717,0.2896113506619361,0.5860654563646015
ACSBG2,11.548448281180683,0.036467648690159254,0.6720009400564323,0.054267258446240904,0.9567222350736548,
ACSF2,550.7442372639085,0.24343999312278103,0.11767537486512165,2.068742023569583,0.0385703014811772,0.19647614770216507
ACSF3,1160.384605031446,0.1674458888722846,0.12010605039794948,1.394150322298362,0.16327221574796658,0.43917182180986464
ACSL1,328.95123913293736,-0.11578998150832387,0.14273620977623955,-0.8112165910096819,0.4172412994889717,0.6936826991503491
ACSL3,2954.659244313303,-0.14338540544565428,0.08633303692650106,-1.66084051424861,0.0967454819074423,0.32850540877993184
ACSL3-AS1,0.0,,,,,
ACSL3P1,0.0,,,,,
ACSL4,1816.4529855136225,-0.09909542420682503,0.10527758575078021,-0.941277514108369,0.34656266276152314,0.6381756089213612
ACSL5,5860.818292132186,-0.020660597745963568,0.12036093320276431,-0.17165534693186527,0.8637084926213288,0.9511965072740793
ACSL6,22.308458503188433,-0.046443731352964895,0.495116488077711,-0.09380364514476706,0.9252651360485673,
ACSL6-AS1,0.0,,,,,
ACSM1,1.5496844773108773,3.0370161434399066,2.1640899831391454,1.4033686986686793,0.16050692198286676,
ACSM2A,0.0,,,,,
ACSM2B,0.0,,,,,
ACSM3,136.07220368405206,-0.018276525070313125,0.2022789781171841,-0.09035306209489145,0.9280066550875836,0.9760082345601909
ACSM4,0.0,,,,,
ACSM5,0.0,,,,,
ACSM5P1,0.0,,,,,
ACSM6,0.0,,,,,
ACSS1,0.0945171995484166,1.009214241209702,4.473475142510535,0.22559960859496955,0.8215128452992173,
ACSS2,1782.4944784858471,-0.30105532182178163,0.10923097608241836,-2.756135050872616,0.005848884198889689,0.06205556810083663
ACSS3,0.0,,,,,
ACSS3-AS1,0.0,,,,,
ACTA1,5.38707228872006,0.3736214184958171,0.8766853846347233,0.42617502817329267,0.6699803123517286,
ACTA2,272.59686388810894,1.1205078174763279,0.16261964044879554,6.890359703071322,5.565148808307012e-12,2.297394612592922e-09
ACTA2-AS1,8.845209648940827,0.3618911743575256,0.7487369466044104,0.48333553726543715,0.6288575110981915,
ACTB,39522.99802604311,-0.08526713459106225,0.0687090362294078,-1.24098865695583,0.21460993920799787,0.5042482238410754
ACTBL2,0.28678989621191797,-1.899333852989155,4.3449109154785885,-0.4371398838634059,0.6620099041208477,
ACTBP1,0.7772269627465853,0.3794195326167687,2.302954847723761,0.16475335284657738,0.8691381212259977,
ACTBP11,0.26504874365345343,-0.4902342794313199,4.193969139577715,-0.1168902924928725,0.9069469908855315,
ACTBP12,0.0,,,,,
ACTBP14,0.1890343990968332,1.525648430278614,4.402156621269799,0.34656841215216505,0.7289155802018306,
ACTBP15,0.559550607975941,-1.5328124199123432,3.3553435371863545,-0.4568272675881329,0.6477952050312965,
ACTBP16,0.0,,,,,
ACTBP2,29.180635033514324,0.13663306975135875,0.40047784959325416,0.34117509842337174,0.732971768438444,0.89070525664815
ACTBP6,0.0,,,,,
ACTBP7,7.444328460477042,0.10182559855936539,0.8630912351426192,0.11797779239704537,0.9060852540779234,
ACTBP8,0.0,,,,,
ACTBP9,0.0,,,,,
ACTC1,0.3487750563206434,-2.094747620451464,4.329682035268692,-0.48381095964740234,0.6285200363352907,
ACTE1P,0.40840959204881716,-0.5521020750869045,3.716594736728393,-0.14855051847081488,0.8819083201955756,
ACTG1,94791.02626742587,-0.2699367185742566,0.10409690247995025,-2.593129210797105,0.00951070314325063,0.08491496757756643
ACTG1P1,8.603371156970438,-1.333451013075995,0.9345655751577645,-1.4268137501757372,0.1536335867322676,
ACTG1P10,0.8145348876494093,-2.917826265104516,3.6099219102019253,-0.8082796076165824,0.41892963903576974,
