cell_id,n_timepoints,mean_distance_nm,contact_fraction,transcription_fraction
131,250,532.0191649825698,0.056,0.184
132,250,512.9892476085528,0.064,0.148
133,250,533.4336411963285,0.04,0.124
134,250,514.0319817654914,0.064,0.188
135,250,505.66175686106277,0.072,0.176
136,250,525.843346675639,0.064,0.184
137,250,533.1283793668871,0.052,0.136
138,250,538.4483849105541,0.044,0.14
139,250,529.8196253597326,0.036,0.132
140,250,519.8657277906854,0.06,0.148
141,250,525.9994606803675,0.06,0.12
142,250,544.157018156332,0.024,0.136
143,250,520.0775472869404,0.056,0.152
144,250,504.813859741815,0.068,0.112
145,250,540.4909407714495,0.048,0.164
146,250,510.4710030534634,0.076,0.16
147,250,542.0781445602327,0.044,0.196
148,250,530.2776828198515,0.044,0.224
149,250,525.6743525725692,0.056,0.184
150,250,521.453677204324,0.056,0.164
151,250,541.3436375114612,0.028,0.164
152,250,522.2787060722266,0.08,0.168
153,250,516.9480879044681,0.052,0.148
154,250,523.2961122338513,0.068,0.152
155,250,529.6408200049781,0.032,0.164
156,250,526.0409777710602,0.04,0.144
157,250,518.9550782145769,0.056,0.172
158,250,529.295277785754,0.032,0.176
159,250,536.6300104149554,0.04,0.196
160,250,522.4884754609103,0.036,0.176
161,250,536.9210582446274,0.056,0.208
162,250,523.1480167567685,0.04,0.164
163,250,537.5527549862161,0.024,0.164
164,250,527.7920492223864,0.036,0.168
165,250,547.2886212118453,0.02,0.152
166,250,529.2642880586684,0.048,0.148
167,250,560.2455797009205,0.036,0.144
168,250,534.3800887362671,0.04,0.14
169,250,522.8340375277095,0.052,0.132
170,250,525.8228244543856,0.06,0.152
171,250,519.366868913156,0.064,0.164
172,250,515.3974567823745,0.06,0.136
173,250,526.2479176641402,0.04,0.148
174,250,522.1580504188698,0.06,0.16
175,250,524.7024453456,0.048,0.168
176,250,527.8005071420437,0.044,0.128
177,250,537.857079820704,0.04,0.148
178,250,529.156180269908,0.064,0.204
179,250,513.7649289178606,0.052,0.168
180,250,521.8400083712486,0.052,0.156
181,250,512.7197948531095,0.056,0.132
182,250,526.981545213063,0.036,0.156
183,250,531.1820191859242,0.064,0.124
184,250,540.6223997367936,0.028,0.16
185,250,515.4997000844589,0.064,0.152
186,250,540.068317017725,0.02,0.128
187,250,525.4418760137312,0.048,0.144
188,250,524.7215960491884,0.028,0.18
189,250,532.3324491724754,0.024,0.136
190,250,534.5749479765677,0.06,0.12
191,250,526.5251045467573,0.056,0.152
192,250,527.4742429259967,0.06,0.152
193,250,524.3794175253113,0.032,0.164
194,250,530.1415415982422,0.04,0.152
195,250,519.9206379635413,0.088,0.176
196,250,520.2395031668696,0.044,0.14
197,250,519.7278420512233,0.064,0.1
198,250,532.6992509901502,0.048,0.188
199,250,532.1232774968797,0.044,0.168
200,250,529.1294593389591,0.048,0.192
201,250,536.4647414594307,0.056,0.172
202,250,522.2317884565549,0.084,0.16
203,250,527.5772390564854,0.04,0.136
204,250,525.0912822330691,0.056,0.14
205,250,534.70852076957,0.028,0.196
206,250,516.9372590991308,0.056,0.156
207,250,528.1630472840862,0.06,0.16
208,250,521.6264151115927,0.056,0.116
209,250,537.2870870636075,0.052,0.224
210,250,521.6911820031667,0.06,0.108
211,250,523.3786034984075,0.044,0.188
212,250,517.4766979946858,0.06,0.156
213,250,524.6202207511534,0.044,0.156
214,250,512.6052146636514,0.064,0.108
215,250,516.7001540912486,0.036,0.124
216,250,514.2730517715718,0.056,0.192
217,250,527.9202053742948,0.052,0.136
218,250,534.3949358274186,0.064,0.124
219,250,526.9210500103078,0.048,0.116
220,250,512.7026848751407,0.036,0.152
221,250,535.0025602745815,0.04,0.196
222,250,525.9567501475726,0.072,0.132
223,250,532.3148992524656,0.064,0.184
224,250,535.2618161771371,0.048,0.184
225,250,538.1745078487997,0.04,0.144
226,250,521.5563948647963,0.048,0.172
227,250,524.1246977686712,0.052,0.168
228,250,525.3309433103926,0.032,0.124
229,250,523.5061900888184,0.076,0.144
230,250,531.3268598484835,0.052,0.132
231,250,539.617775373526,0.044,0.124
232,250,528.2347740664495,0.048,0.156
233,250,527.1419950628857,0.056,0.156
234,250,524.6825163287269,0.06,0.132
235,250,525.7051539012398,0.06,0.164
236,250,526.44584781808,0.052,0.156
237,250,536.2300100235508,0.032,0.184
238,250,530.3533383810261,0.044,0.184
239,250,524.8965628642441,0.06,0.192
240,250,529.9778112685073,0.076,0.108
241,250,524.462287121079,0.068,0.136
242,250,506.1524298173228,0.056,0.16
243,250,542.8512143430895,0.04,0.172
244,250,535.9117987762265,0.024,0.152
245,250,512.1872461898625,0.032,0.16
246,250,536.3347086686218,0.06,0.172
247,250,522.9628843802915,0.056,0.148
248,250,507.52719754274636,0.092,0.172
249,250,536.747098204794,0.032,0.148
250,250,524.8911894052492,0.048,0.156
251,250,518.3260396588158,0.064,0.192
252,250,520.0679640345204,0.048,0.132
253,250,528.7167805041139,0.028,0.136
254,250,528.6624216107085,0.052,0.18
255,250,533.5433738433818,0.04,0.18
256,250,526.109045250437,0.036,0.16
257,250,526.9798517629661,0.06,0.136
258,250,523.583103940126,0.056,0.156
259,250,519.2836993613174,0.056,0.148
260,250,516.382370882031,0.056,0.168
261,250,511.0043129367361,0.056,0.156
262,250,530.2734239622107,0.048,0.184
263,250,520.9607518056848,0.052,0.136
264,250,530.3284907916612,0.068,0.128
265,250,530.7775961046481,0.032,0.168
266,250,531.8448138315337,0.056,0.148
267,250,527.9837736667351,0.06,0.112
268,250,519.7474493207668,0.056,0.12
269,250,525.3118373051926,0.032,0.172
270,250,539.6268036598515,0.052,0.16
271,250,531.4476260423296,0.052,0.14
272,250,528.8063437283733,0.052,0.192
273,250,534.6731563009116,0.032,0.14
274,250,519.9946002384389,0.044,0.172
275,250,540.2306150474683,0.036,0.148
276,250,526.6443747508624,0.052,0.172
277,250,520.8548580635974,0.06,0.116
278,250,541.7723395832311,0.052,0.136
279,250,529.9616775376003,0.032,0.12
280,250,534.5378833760966,0.068,0.136
281,250,538.3129891261008,0.04,0.136
282,250,516.1040756461425,0.044,0.112
283,250,528.1134225232539,0.044,0.196
284,250,513.2527351063405,0.088,0.172
285,250,536.8936177744215,0.06,0.156
286,250,532.6629090869078,0.032,0.144
287,250,548.3768538289917,0.04,0.168
288,250,539.785795584624,0.032,0.14
289,250,530.527588764153,0.068,0.128
290,250,531.8021544362215,0.052,0.112
291,250,525.9065691943708,0.06,0.148
292,250,534.8592870493312,0.028,0.128
293,250,520.5091253263153,0.052,0.156
294,250,530.7115680668148,0.052,0.144
295,250,533.1073931743422,0.044,0.172
296,250,511.1780817909129,0.08,0.14
297,250,524.2057984744731,0.068,0.156
298,250,524.779282915841,0.064,0.124
299,250,509.65770641333984,0.072,0.136
300,250,514.0325597124894,0.084,0.148
301,250,523.9579860144016,0.06,0.136
302,250,525.5100521939567,0.068,0.18
303,250,531.1613642552581,0.052,0.156
304,250,524.4652329134066,0.048,0.164
305,250,516.7487625290488,0.044,0.148
306,250,535.1844601612385,0.028,0.124
307,250,538.1889572979314,0.04,0.136
308,250,523.2428752622292,0.064,0.18
309,250,531.0842716181387,0.04,0.208
310,250,540.257323085463,0.048,0.176
311,250,529.4626793472315,0.04,0.156
312,250,531.8090113258654,0.056,0.156
313,250,525.7562539550295,0.056,0.144
314,250,529.381280723554,0.044,0.148
315,250,532.8679393860137,0.06,0.18
316,250,542.7554227843377,0.06,0.176
317,250,538.8622306390736,0.024,0.128
318,250,522.2779479472721,0.052,0.176
319,250,528.518964792972,0.068,0.132
320,250,529.3141888108491,0.032,0.18
321,250,520.2278191741648,0.064,0.16
322,250,532.7985590381926,0.056,0.136
323,250,516.6901842827265,0.08,0.16
324,250,520.3298275686677,0.028,0.152
325,250,522.3223972115293,0.06,0.152
326,250,530.6518375962951,0.032,0.16
327,250,527.7677246280989,0.04,0.152
328,250,532.8539026716446,0.044,0.164
329,250,529.707414959703,0.048,0.136
330,250,522.7171191840268,0.052,0.144
331,250,514.6084522869945,0.068,0.16
332,250,540.6189893560733,0.04,0.14
333,250,520.3192165614232,0.068,0.172
334,250,531.0948579261438,0.064,0.128
335,250,535.0759321524863,0.06,0.14
336,250,511.2984414926812,0.06,0.148
337,250,524.8384296838186,0.06,0.208
338,250,519.8037260276005,0.052,0.148
339,250,521.7982456567328,0.076,0.188
340,250,526.6445879070758,0.04,0.164
341,250,527.2025614695071,0.052,0.108
342,250,533.15182354047,0.032,0.172
343,250,519.1398476967177,0.048,0.128
344,250,526.4642691469421,0.056,0.164
345,250,525.9965865168472,0.048,0.128
346,250,535.9433356750758,0.06,0.156
347,250,516.3037715378682,0.072,0.124
348,250,502.00857463119456,0.096,0.116
349,250,530.8653782124256,0.048,0.108
350,250,540.0368820457325,0.036,0.148
351,250,526.2934685364372,0.048,0.18
352,250,514.1739744483249,0.048,0.156
353,250,530.8586622497517,0.064,0.2
354,250,542.8999937036848,0.044,0.148
355,250,518.0537542930203,0.08,0.156
356,250,536.4184361763961,0.036,0.172
357,250,530.8672215219506,0.06,0.148
358,250,529.7365219286847,0.044,0.18
359,250,520.4762183732369,0.044,0.14
360,250,519.0950050967283,0.052,0.176
361,250,529.4193157137133,0.032,0.16
362,250,524.3657341298352,0.068,0.168
363,250,522.2338707312373,0.06,0.132
364,250,503.7984914839871,0.068,0.132
365,250,529.2983678992464,0.052,0.168
366,250,529.8199913854381,0.044,0.208
367,250,497.6831079645913,0.084,0.148
368,250,529.5626269803254,0.064,0.144
369,250,523.138144478775,0.056,0.164
370,250,518.9036452699418,0.084,0.192
371,250,531.4902873849868,0.056,0.136
372,250,520.7462555341373,0.08,0.196
373,250,540.75774769133,0.02,0.124
374,250,513.1450138735853,0.076,0.172
375,250,533.0093218982071,0.052,0.188
376,250,524.7791111753575,0.068,0.18
377,250,520.5662406431463,0.068,0.156
378,250,526.0114194938343,0.068,0.136
379,250,527.6126021338979,0.044,0.16
380,250,533.3262204926436,0.056,0.116
381,250,527.2493841590436,0.044,0.136
382,250,525.2227090108062,0.044,0.152
383,250,505.13435514616083,0.08,0.144
384,250,531.1188323335784,0.048,0.168
385,250,500.7068227819142,0.08,0.144
386,250,517.3262862438987,0.068,0.116
387,250,519.262133433279,0.064,0.168
388,250,535.5746449299063,0.052,0.164
389,250,515.9300233185228,0.056,0.16
390,250,514.2874691992685,0.092,0.128
391,250,523.9745316625299,0.044,0.1
392,250,521.5965886635075,0.048,0.152
393,250,523.2656143661925,0.064,0.144
394,250,528.73885390018,0.04,0.14
395,250,532.550708873412,0.064,0.172
396,250,525.7730529254907,0.052,0.156
397,250,520.5094288731378,0.04,0.128
398,250,506.73234164581993,0.076,0.168
399,250,533.1506824833566,0.048,0.116
400,250,511.8248173481909,0.084,0.16
401,250,526.9440741124715,0.048,0.14
402,250,533.955922222178,0.044,0.136
403,250,534.0564061602954,0.044,0.168
404,250,542.4448580497158,0.04,0.136
405,250,517.6989760776161,0.044,0.144
406,250,522.6952992838624,0.032,0.152
407,250,532.3710066947865,0.036,0.144
408,250,520.1001047268145,0.048,0.164
409,250,540.2717414408862,0.04,0.148
410,250,511.69408960358516,0.048,0.176
411,250,520.4872690511817,0.06,0.12
412,250,518.06632574936,0.068,0.144
413,250,519.907834751928,0.052,0.164
414,250,499.8989030628886,0.072,0.14
415,250,521.693936105648,0.04,0.128
416,250,519.6200728507691,0.06,0.16
417,250,536.1300305828935,0.048,0.16
418,250,524.9184528331666,0.056,0.112
419,250,524.0264781363328,0.032,0.12
420,250,527.7220860891139,0.056,0.176
421,250,520.1872842503207,0.048,0.148
422,250,525.5880002116671,0.048,0.136
423,250,532.3657387679002,0.052,0.156
424,250,519.4444129251981,0.064,0.188
425,250,538.2224743595403,0.028,0.144
426,250,518.5503793907926,0.068,0.204
427,250,532.1507024501814,0.056,0.172
428,250,538.0780481919062,0.02,0.18
429,250,533.9878192741672,0.032,0.172
430,250,542.4115792565228,0.052,0.16
431,250,519.4367847497292,0.048,0.14
432,250,514.8720215949136,0.08,0.148
433,250,523.6292908958599,0.056,0.184
434,250,523.0706201138553,0.068,0.124
435,250,521.056851012367,0.032,0.14
436,250,512.5614406488166,0.048,0.172
437,250,522.1810349430319,0.068,0.144
438,250,534.6331020356465,0.04,0.188
439,250,531.0747901803268,0.048,0.12
440,250,520.9867731153902,0.044,0.144
441,250,525.8893208679999,0.068,0.164
442,250,509.63724926121404,0.076,0.184
443,250,522.5861800572847,0.048,0.128
444,250,513.4874509595455,0.04,0.156
445,250,526.1872246825865,0.06,0.132
446,250,525.7919130601987,0.068,0.148
447,250,527.5184963534971,0.036,0.156
448,250,531.7724146050246,0.052,0.16
449,250,526.6449357134597,0.064,0.18
450,250,537.7601998793813,0.048,0.136
451,250,525.3834320088672,0.044,0.148
452,250,523.6690798910763,0.068,0.208
453,250,526.815628579867,0.04,0.164
454,250,541.3500243779753,0.032,0.144
455,250,517.4492914385596,0.056,0.164
456,250,528.6223253783373,0.068,0.18
457,250,536.9732519962374,0.048,0.188
458,250,518.6355900292531,0.072,0.212
459,250,525.3676637404083,0.044,0.196
460,250,519.8341627204699,0.048,0.14
461,250,512.6729856827441,0.096,0.136
462,250,520.0854985886298,0.048,0.192
463,250,535.7285206835509,0.036,0.188
464,250,506.59511650046517,0.06,0.16
465,250,521.593312402914,0.04,0.16
466,250,531.8252678895433,0.044,0.168
467,250,524.5443420338944,0.068,0.156
468,250,520.3055399920486,0.04,0.18
469,250,523.6696743318814,0.096,0.16
470,250,536.8447054903905,0.044,0.108
471,250,525.9597580130372,0.04,0.12
472,250,523.9628089018014,0.06,0.156
473,250,531.1446564142693,0.052,0.14
474,250,534.3930891291296,0.044,0.156
475,250,511.1349295173308,0.072,0.104
476,250,524.1872233030249,0.056,0.184
477,250,518.1675855299669,0.044,0.148
478,250,523.973614352886,0.052,0.152
479,250,529.036586102207,0.076,0.16
480,250,528.2798657234493,0.036,0.164
481,250,518.279308246831,0.088,0.168
482,250,513.4358553365122,0.076,0.176
483,250,528.5718262227421,0.056,0.128
484,250,545.6632482649582,0.048,0.156
485,250,523.0389446782882,0.064,0.144
486,250,528.4282954534932,0.064,0.112
487,250,511.75252090462163,0.076,0.168
488,250,532.2738581351485,0.036,0.18
489,250,524.8528920286041,0.04,0.212
490,250,518.7307810180542,0.064,0.148
491,250,513.765956446577,0.072,0.196
492,250,525.9589577105563,0.056,0.156
493,250,529.1338097692696,0.048,0.172
494,250,543.9612307734534,0.016,0.156
495,250,540.7784519820907,0.04,0.16
496,250,529.5470215465208,0.036,0.128
497,250,529.0307541671699,0.056,0.14
498,250,535.2885002449467,0.048,0.156
499,250,512.983657930887,0.08,0.128
500,250,519.5808539424304,0.06,0.152
501,250,514.5513318399893,0.052,0.148
502,250,528.0677448384874,0.052,0.152
503,250,524.862264649318,0.052,0.164
504,250,531.1187803535076,0.044,0.128
505,250,520.0439411511111,0.08,0.128
506,250,520.5791000863799,0.052,0.144
507,250,514.5601812176022,0.06,0.136
508,250,524.7474285527123,0.06,0.12
509,250,522.3884056074345,0.064,0.152
510,250,521.5569093412515,0.072,0.176
511,250,525.2144564526736,0.044,0.188
512,250,535.2563113765713,0.036,0.172
513,250,509.91323374269564,0.092,0.132
514,250,511.99858629929815,0.036,0.172
515,250,528.0567694977169,0.052,0.196
516,250,536.9581728199869,0.056,0.172
517,250,530.7617917380455,0.032,0.116
518,250,525.723868634215,0.044,0.14
519,250,519.0248739094535,0.044,0.14
520,250,536.99190062797,0.06,0.132
521,250,513.1609956240455,0.068,0.148
522,250,523.9303058667269,0.064,0.172
523,250,530.8846028050099,0.056,0.176
524,250,528.0149704275063,0.044,0.124
525,250,523.6892437162882,0.056,0.132
526,250,538.0989084695394,0.06,0.112
527,250,528.6154407634748,0.048,0.16
528,250,525.7646030827166,0.064,0.156
529,250,537.0610101164273,0.04,0.152
530,250,532.0013327748712,0.048,0.148
531,250,533.1308497355586,0.056,0.156
532,250,530.6689636579268,0.04,0.148
533,250,552.2190387642034,0.036,0.172
534,250,532.0475001631952,0.048,0.184
535,250,518.5957172787195,0.084,0.176
536,250,519.049261545447,0.064,0.164
537,250,523.1205204948183,0.052,0.156
538,250,537.9698829719468,0.02,0.16
539,250,521.7314187359208,0.04,0.18
540,250,509.5988595625348,0.08,0.18
541,250,525.8779939672921,0.06,0.164
542,250,541.0098592536642,0.036,0.176
543,250,524.4727603398368,0.052,0.152
544,250,523.9535417519302,0.06,0.172
545,250,526.8972306508047,0.052,0.144
546,250,516.410411497981,0.052,0.156
547,250,522.5893854361126,0.036,0.176
548,250,548.7774104050227,0.016,0.156
549,250,511.7075881491417,0.08,0.156
550,250,526.133448987372,0.064,0.188
551,250,515.6775958230941,0.068,0.172
552,250,516.6352246627613,0.044,0.108
553,250,527.4553236524654,0.064,0.164
554,250,535.8390089405503,0.04,0.208
555,250,524.4791355271436,0.04,0.124
556,250,524.8795034382438,0.064,0.176
557,250,522.3948921709397,0.052,0.168
558,250,532.0088109568176,0.048,0.136
559,250,504.12151855441084,0.076,0.152
560,250,518.3872878016042,0.06,0.168
561,250,532.8296274783919,0.048,0.176
562,250,525.0658669461122,0.04,0.16
563,250,530.4784366287522,0.056,0.132
564,250,515.939561778646,0.068,0.144
565,250,529.4217195780288,0.064,0.128
566,250,522.9094295771629,0.04,0.156
567,250,526.566624941378,0.06,0.168
568,250,519.2703786140422,0.068,0.136
569,250,520.7235260796562,0.06,0.172
570,250,523.494008778233,0.048,0.176
571,250,529.1883435811077,0.04,0.124
572,250,523.8162918277485,0.048,0.148
573,250,526.8748715257624,0.068,0.152
574,250,528.8782760923004,0.032,0.176
575,250,527.5315281544048,0.076,0.156
576,250,531.3603576877005,0.044,0.14
577,250,529.0203262052486,0.06,0.18
578,250,537.239779338921,0.032,0.152
579,250,527.2982841222405,0.048,0.176
580,250,522.035126237009,0.068,0.144
581,250,532.103790995393,0.04,0.16
582,250,524.6719075029039,0.044,0.208
583,250,529.6165006235768,0.028,0.176
584,250,536.7859753735202,0.04,0.152
585,250,525.3866070303652,0.052,0.136
586,250,523.7483723492372,0.052,0.136
587,250,532.0795104318221,0.06,0.132
588,250,539.556885050718,0.032,0.144
589,250,530.5459649809139,0.04,0.132
590,250,530.2116259090973,0.056,0.156
591,250,522.6936228558991,0.056,0.128
592,250,522.2240965749996,0.072,0.168
593,250,518.7003951933034,0.04,0.108
594,250,537.5459900344342,0.028,0.164
595,250,530.6292900307315,0.056,0.124
596,250,530.1824925518048,0.052,0.168
597,250,512.1543097358898,0.052,0.136
598,250,518.0935344005461,0.06,0.164
599,250,528.5794538122444,0.044,0.14
